Date,Country,Population,Confirmed_Cases,New_Cases,Deaths,New_Deaths,Recovered,Active_Cases,Vaccinations,Death_Rate_Percent,Recovery_Rate_Percent
2022-09-25,Australia,26000000,38192,1,125,0,32628,5439,23279287,0.33,85.43
2022-09-26,Australia,26000000,38193,1,125,0,32628,5440,23279287,0.33,85.43
2022-09-27,Australia,26000000,38194,1,125,0,32628,5441,23279287,0.33,85.43
2022-09-28,Australia,26000000,38195,1,125,0,32628,5442,23279287,0.33,85.42
2022-09-29,Australia,26000000,38195,0,125,0,32628,5442,23279287,0.33,85.42
2022-09-30,Australia,26000000,38196,1,125,0,32628,5443,23279287,0.33,85.42
2022-10-01,Australia,26000000,38197,1,125,0,32628,5444,23279287,0.33,85.42
2022-10-02,Australia,26000000,38197,0,125,0,32628,5444,23279287,0.33,85.42
2022-10-03,Australia,26000000,38197,0,125,0,32628,5444,23279287,0.33,85.42
2022-10-04,Australia,26000000,38197,0,125,0,32628,5444,23279287,0.33,85.42
2022-10-05,Australia,26000000,38197,0,125,0,32628,5444,23279287,0.33,85.42
2022-10-06,Australia,26000000,38198,1,125,0,32628,5445,23279287,0.33,85.42
2022-10-07,Australia,26000000,38199,1,125,0,32628,5446,23279287,0.33,85.42
2022-10-08,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-09,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-10,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-11,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-12,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-13,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-14,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-15,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-16,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-17,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-18,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-19,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-20,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-21,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-22,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-23,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-24,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-25,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-26,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-27,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-28,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-29,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-30,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-10-31,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-01,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-02,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-03,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-04,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-05,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-06,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-07,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-08,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-09,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-10,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-11,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-12,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-13,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-14,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-15,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-16,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-17,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-18,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-19,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-20,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-21,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-22,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-23,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-24,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-25,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-26,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-27,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-28,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-29,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-11-30,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-01,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-02,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-03,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-04,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-05,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-06,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-07,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-08,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-09,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-10,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-11,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-12,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-13,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-14,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-15,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-16,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-17,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-18,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-19,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-20,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-21,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-22,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-23,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-24,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-25,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-26,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-27,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-28,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-29,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-30,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2022-12-31,Australia,26000000,38199,0,125,0,32628,5446,23279287,0.33,85.42
2020-01-01,Japan,126000000,7,7,0,0,5,2,0,0,71.43
2020-01-02,Japan,126000000,13,6,0,0,9,4,0,0,69.23
2020-01-03,Japan,126000000,19,6,0,0,14,5,0,0,73.68
2020-01-04,Japan,126000000,27,8,0,0,20,7,0,0,74.07
2020-01-05,Japan,126000000,33,6,0,0,24,9,0,0,72.73
2020-01-06,Japan,126000000,39,6,0,0,29,10,0,0,74.36
2020-01-07,Japan,126000000,45,6,0,0,34,11,0,0,75.56
2020-01-08,Japan,126000000,51,6,0,0,39,12,0,0,76.47
2020-01-09,Japan,126000000,58,7,0,0,45,13,0,0,77.59
2020-01-10,Japan,126000000,63,5,0,0,49,14,0,0,77.78
2020-01-11,Japan,126000000,70,7,0,0,55,15,0,0,78.57
2020-01-12,Japan,126000000,78,8,0,0,62,16,0,0,79.49
2020-01-13,Japan,126000000,88,10,0,0,71,17,0,0,80.68
2020-01-14,Japan,126000000,95,7,0,0,77,18,0,0,81.05
2020-01-15,Japan,126000000,103,8,0,0,83,20,0,0,80.58
2020-01-16,Japan,126000000,110,7,0,0,88,22,0,0,80
2020-01-17,Japan,126000000,119,9,0,0,96,23,0,0,80.67
2020-01-18,Japan,126000000,129,10,0,0,103,26,0,0,79.84
2020-01-19,Japan,126000000,139,10,0,0,112,27,0,0,80.58
2020-01-20,Japan,126000000,151,12,0,0,123,28,0,0,81.46
2020-01-21,Japan,126000000,162,11,0,0,131,31,0,0,80.86
2020-01-22,Japan,126000000,174,12,0,0,141,33,0,0,81.03
2020-01-23,Japan,126000000,183,9,0,0,148,35,0,0,80.87
2020-01-24,Japan,126000000,192,9,0,0,155,37,0,0,80.73
2020-01-25,Japan,126000000,202,10,0,0,164,38,0,0,81.19
2020-01-26,Japan,126000000,218,16,0,0,176,42,0,0,80.73
2020-01-27,Japan,126000000,231,13,0,0,186,45,0,0,80.52
2020-01-28,Japan,126000000,242,11,0,0,196,46,0,0,80.99
2020-01-29,Japan,126000000,256,14,0,0,207,49,0,0,80.86
2020-01-30,Japan,126000000,272,16,0,0,220,52,0,0,80.88
2020-01-31,Japan,126000000,297,25,0,0,243,54,0,0,81.82
2020-02-01,Japan,126000000,312,15,0,0,256,56,0,0,82.05
2020-02-02,Japan,126000000,327,15,0,0,269,58,0,0,82.26
2020-02-03,Japan,126000000,345,18,0,0,283,62,0,0,82.03
2020-02-04,Japan,126000000,361,16,0,0,296,65,0,0,81.99
2020-02-05,Japan,126000000,386,25,0,0,317,69,0,0,82.12
2020-02-06,Japan,126000000,403,17,0,0,332,71,0,0,82.38
2020-02-07,Japan,126000000,430,27,0,0,353,77,0,0,82.09
2020-02-08,Japan,126000000,448,18,0,0,367,81,0,0,81.92
2020-02-09,Japan,126000000,470,22,0,0,387,83,0,0,82.34
2020-02-10,Japan,126000000,490,20,0,0,406,84,0,0,82.86
2020-02-11,Japan,126000000,511,21,0,0,424,87,0,0,82.97
2020-02-12,Japan,126000000,540,29,0,0,449,91,0,0,83.15
2020-02-13,Japan,126000000,564,24,0,0,471,93,0,0,83.51
2020-02-14,Japan,126000000,594,30,0,0,496,98,0,0,83.5
2020-02-15,Japan,126000000,620,26,0,0,517,103,0,0,83.39
2020-02-16,Japan,126000000,650,30,0,0,543,107,0,0,83.54
2020-02-17,Japan,126000000,677,27,0,0,565,112,0,0,83.46
2020-02-18,Japan,126000000,710,33,0,0,591,119,0,0,83.24
2020-02-19,Japan,126000000,748,38,0,0,622,126,0,0,83.16
2020-02-20,Japan,126000000,778,30,0,0,646,132,0,0,83.03
2020-02-21,Japan,126000000,808,30,0,0,669,139,0,0,82.8
2020-02-22,Japan,126000000,845,37,0,0,699,146,0,0,82.72
2020-02-23,Japan,126000000,874,29,0,0,722,152,0,0,82.61
2020-02-24,Japan,126000000,913,39,0,0,757,156,0,0,82.91
2020-02-25,Japan,126000000,943,30,0,0,781,162,0,0,82.82
2020-02-26,Japan,126000000,980,37,0,0,810,170,0,0,82.65
2020-02-27,Japan,126000000,1017,37,0,0,839,178,0,0,82.5
2020-02-28,Japan,126000000,1052,35,0,0,871,181,0,0,82.79
2020-02-29,Japan,126000000,1083,31,0,0,896,187,0,0,82.73
2020-03-01,Japan,126000000,1116,33,0,0,923,193,0,0,82.71
2020-03-02,Japan,126000000,1148,32,0,0,949,199,0,0,82.67
2020-03-03,Japan,126000000,1187,39,0,0,982,205,0,0,82.73
2020-03-04,Japan,126000000,1238,51,0,0,1026,212,0,0,82.88
2020-03-05,Japan,126000000,1284,46,0,0,1063,221,0,0,82.79
2020-03-06,Japan,126000000,1361,77,1,1,1135,225,0,0.07,83.39
2020-03-07,Japan,126000000,1391,30,1,0,1162,228,0,0.07,83.54
2020-03-08,Japan,126000000,1440,49,1,0,1200,239,0,0.07,83.33
2020-03-09,Japan,126000000,1485,45,1,0,1235,249,0,0.07,83.16
2020-03-10,Japan,126000000,1554,69,2,1,1289,263,0,0.13,82.95
2020-03-11,Japan,126000000,1599,45,2,0,1330,267,0,0.13,83.18
2020-03-12,Japan,126000000,1656,57,2,0,1377,277,0,0.12,83.15
2020-03-13,Japan,126000000,1704,48,2,0,1417,285,0,0.12,83.16
2020-03-14,Japan,126000000,1756,52,2,0,1463,291,0,0.11,83.31
2020-03-15,Japan,126000000,1822,66,3,1,1519,300,0,0.16,83.37
2020-03-16,Japan,126000000,1883,61,3,0,1567,313,0,0.16,83.22
2020-03-17,Japan,126000000,1947,64,3,0,1626,318,0,0.15,83.51
2020-03-18,Japan,126000000,2013,66,4,1,1683,326,0,0.2,83.61
2020-03-19,Japan,126000000,2071,58,4,0,1729,338,0,0.19,83.49
2020-03-20,Japan,126000000,2129,58,4,0,1784,341,0,0.19,83.8
2020-03-21,Japan,126000000,2195,66,4,0,1835,356,0,0.18,83.6
2020-03-22,Japan,126000000,2281,86,5,1,1916,360,0,0.22,84
2020-03-23,Japan,126000000,2338,57,5,0,1962,371,0,0.21,83.92
2020-03-24,Japan,126000000,2407,69,5,0,2018,384,0,0.21,83.84
2020-03-25,Japan,126000000,2479,72,5,0,2083,391,0,0.2,84.03
2020-03-26,Japan,126000000,2575,96,5,0,2172,398,0,0.19,84.35
2020-03-27,Japan,126000000,2630,55,5,0,2224,401,0,0.19,84.56
2020-03-28,Japan,126000000,2687,57,5,0,2272,410,0,0.19,84.56
2020-03-29,Japan,126000000,2764,77,5,0,2345,414,0,0.18,84.84
2020-03-30,Japan,126000000,2831,67,6,1,2406,419,0,0.21,84.99
2020-03-31,Japan,126000000,2895,64,6,0,2467,422,0,0.21,85.22
2020-04-01,Japan,126000000,2961,66,6,0,2528,427,0,0.2,85.38
2020-04-02,Japan,126000000,3032,71,6,0,2583,443,0,0.2,85.19
2020-04-03,Japan,126000000,3134,102,6,0,2671,457,0,0.19,85.23
2020-04-04,Japan,126000000,3259,125,8,2,2776,475,0,0.25,85.18
2020-04-05,Japan,126000000,3327,68,8,0,2838,481,0,0.24,85.3
2020-04-06,Japan,126000000,3395,68,9,1,2902,484,0,0.27,85.48
2020-04-07,Japan,126000000,3468,73,10,1,2960,498,0,0.29,85.35
2020-04-08,Japan,126000000,3543,75,11,1,3021,511,0,0.31,85.27
2020-04-09,Japan,126000000,3633,90,11,0,3105,517,0,0.3,85.47
2020-04-10,Japan,126000000,3724,91,12,1,3185,527,0,0.32,85.53
2020-04-11,Japan,126000000,3801,77,12,0,3247,542,0,0.32,85.42
2020-04-12,Japan,126000000,3897,96,13,1,3328,556,0,0.33,85.4
2020-04-13,Japan,126000000,4015,118,14,1,3440,561,0,0.35,85.68
2020-04-14,Japan,126000000,4137,122,15,1,3537,585,0,0.36,85.5
2020-04-15,Japan,126000000,4218,81,16,1,3612,590,0,0.38,85.63
2020-04-16,Japan,126000000,4304,86,16,0,3693,595,0,0.37,85.8
2020-04-17,Japan,126000000,4416,112,17,1,3796,603,0,0.38,85.96
2020-04-18,Japan,126000000,4526,110,19,2,3882,625,0,0.42,85.77
2020-04-19,Japan,126000000,4630,104,20,1,3966,644,0,0.43,85.66
2020-04-20,Japan,126000000,4734,104,21,1,4053,660,0,0.44,85.61
2020-04-21,Japan,126000000,4818,84,22,1,4121,675,0,0.46,85.53
2020-04-22,Japan,126000000,4931,113,23,1,4223,685,0,0.47,85.64
2020-04-23,Japan,126000000,5037,106,24,1,4322,691,0,0.48,85.81
2020-04-24,Japan,126000000,5147,110,25,1,4421,701,0,0.49,85.89
2020-04-25,Japan,126000000,5263,116,26,1,4525,712,0,0.49,85.98
2020-04-26,Japan,126000000,5364,101,27,1,4608,729,0,0.5,85.91
2020-04-27,Japan,126000000,5475,111,28,1,4704,743,0,0.51,85.92
2020-04-28,Japan,126000000,5665,190,29,1,4886,750,0,0.51,86.25
2020-04-29,Japan,126000000,5777,112,30,1,4981,766,0,0.52,86.22
2020-04-30,Japan,126000000,5878,101,30,0,5066,782,0,0.51,86.19
2020-05-01,Japan,126000000,6034,156,32,2,5206,796,0,0.53,86.28
2020-05-02,Japan,126000000,6186,152,33,1,5341,812,0,0.53,86.34
2020-05-03,Japan,126000000,6325,139,34,1,5463,828,0,0.54,86.37
2020-05-04,Japan,126000000,6428,103,35,1,5558,835,0,0.54,86.47
2020-05-05,Japan,126000000,6572,144,36,1,5681,855,0,0.55,86.44
2020-05-06,Japan,126000000,6708,136,38,2,5807,863,0,0.57,86.57
2020-05-07,Japan,126000000,6865,157,39,1,5935,891,0,0.57,86.45
2020-05-08,Japan,126000000,7025,160,40,1,6069,916,0,0.57,86.39
2020-05-09,Japan,126000000,7187,162,42,2,6219,926,0,0.58,86.53
2020-05-10,Japan,126000000,7349,162,45,3,6368,936,0,0.61,86.65
2020-05-11,Japan,126000000,7489,140,47,2,6487,955,0,0.63,86.62
2020-05-12,Japan,126000000,7637,148,48,1,6611,978,0,0.63,86.57
2020-05-13,Japan,126000000,7766,129,50,2,6722,994,0,0.64,86.56
2020-05-14,Japan,126000000,7899,133,51,1,6836,1012,0,0.65,86.54
2020-05-15,Japan,126000000,8093,194,55,4,7015,1023,0,0.68,86.68
2020-05-16,Japan,126000000,8232,139,57,2,7126,1049,0,0.69,86.56
2020-05-17,Japan,126000000,8353,121,58,1,7226,1069,0,0.69,86.51
2020-05-18,Japan,126000000,8462,109,58,0,7323,1081,0,0.69,86.54
2020-05-19,Japan,126000000,8666,204,59,1,7504,1103,0,0.68,86.59
2020-05-20,Japan,126000000,8763,97,59,0,7590,1114,0,0.67,86.61
2020-05-21,Japan,126000000,9033,270,62,3,7820,1151,0,0.69,86.57
2020-05-22,Japan,126000000,9248,215,63,1,7992,1193,0,0.68,86.42
2020-05-23,Japan,126000000,9459,211,65,2,8182,1212,0,0.69,86.5
2020-05-24,Japan,126000000,9672,213,68,3,8380,1224,0,0.7,86.64
2020-05-25,Japan,126000000,9850,178,70,2,8529,1251,0,0.71,86.59
2020-05-26,Japan,126000000,10001,151,72,2,8652,1277,0,0.72,86.51
2020-05-27,Japan,126000000,10188,187,75,3,8811,1302,0,0.74,86.48
2020-05-28,Japan,126000000,10377,189,76,1,8990,1311,0,0.73,86.63
2020-05-29,Japan,126000000,10518,141,77,1,9116,1325,0,0.73,86.67
2020-05-30,Japan,126000000,10725,207,81,4,9306,1338,0,0.76,86.77
2020-05-31,Japan,126000000,10880,155,84,3,9429,1367,0,0.77,86.66
2020-06-01,Japan,126000000,11059,179,87,3,9590,1382,0,0.79,86.72
2020-06-02,Japan,126000000,11255,196,88,1,9764,1403,0,0.78,86.75
2020-06-03,Japan,126000000,11438,183,90,2,9911,1437,0,0.79,86.65
2020-06-04,Japan,126000000,11596,158,93,3,10059,1444,0,0.8,86.75
2020-06-05,Japan,126000000,11778,182,96,3,10222,1460,0,0.82,86.79
2020-06-06,Japan,126000000,11964,186,97,1,10397,1470,0,0.81,86.9
2020-06-07,Japan,126000000,12154,190,100,3,10564,1490,0,0.82,86.92
2020-06-08,Japan,126000000,12351,197,102,2,10751,1498,0,0.83,87.05
2020-06-09,Japan,126000000,12617,266,105,3,10988,1524,0,0.83,87.09
2020-06-10,Japan,126000000,12781,164,107,2,11134,1540,0,0.84,87.11
2020-06-11,Japan,126000000,12910,129,109,2,11255,1546,0,0.84,87.18
2020-06-12,Japan,126000000,13097,187,110,1,11405,1582,0,0.84,87.08
2020-06-13,Japan,126000000,13293,196,113,3,11574,1606,0,0.85,87.07
2020-06-14,Japan,126000000,13482,189,116,3,11726,1640,0,0.86,86.98
2020-06-15,Japan,126000000,13646,164,117,1,11864,1665,0,0.86,86.94
2020-06-16,Japan,126000000,13769,123,117,0,11964,1688,0,0.85,86.89
2020-06-17,Japan,126000000,13995,226,119,2,12154,1722,0,0.85,86.85
2020-06-18,Japan,126000000,14162,167,120,1,12301,1741,0,0.85,86.86
2020-06-19,Japan,126000000,14386,224,124,4,12487,1775,0,0.86,86.8
2020-06-20,Japan,126000000,14584,198,125,1,12647,1812,0,0.86,86.72
2020-06-21,Japan,126000000,14772,188,126,1,12798,1848,0,0.85,86.64
2020-06-22,Japan,126000000,14961,189,128,2,12952,1881,0,0.86,86.57
2020-06-23,Japan,126000000,15161,200,131,3,13124,1906,0,0.86,86.56
2020-06-24,Japan,126000000,15401,240,133,2,13336,1932,0,0.86,86.59
2020-06-25,Japan,126000000,15564,163,135,2,13487,1942,0,0.87,86.66
2020-06-26,Japan,126000000,15809,245,137,2,13702,1970,0,0.87,86.67
2020-06-27,Japan,126000000,16050,241,138,1,13919,1993,0,0.86,86.72
2020-06-28,Japan,126000000,16209,159,139,1,14044,2026,0,0.86,86.64
2020-06-29,Japan,126000000,16430,221,143,4,14237,2050,0,0.87,86.65
2020-06-30,Japan,126000000,16673,243,146,3,14457,2070,0,0.88,86.71
2020-07-01,Japan,126000000,16857,184,147,1,14608,2102,0,0.87,86.66
2020-07-02,Japan,126000000,17045,188,149,2,14786,2110,0,0.87,86.75
2020-07-03,Japan,126000000,17247,202,153,4,14960,2134,0,0.89,86.74
2020-07-04,Japan,126000000,17392,145,155,2,15076,2161,0,0.89,86.68
2020-07-05,Japan,126000000,17528,136,156,1,15203,2169,0,0.89,86.74
2020-07-06,Japan,126000000,17678,150,157,1,15346,2175,0,0.89,86.81
2020-07-07,Japan,126000000,17942,264,159,2,15583,2200,0,0.89,86.85
2020-07-08,Japan,126000000,18147,205,163,4,15748,2236,0,0.9,86.78
2020-07-09,Japan,126000000,18324,177,164,1,15889,2271,0,0.9,86.71
2020-07-10,Japan,126000000,18490,166,166,2,16024,2300,0,0.9,86.66
2020-07-11,Japan,126000000,18711,221,169,3,16201,2341,0,0.9,86.59
2020-07-12,Japan,126000000,18914,203,172,3,16373,2369,0,0.91,86.57
2020-07-13,Japan,126000000,19063,149,175,3,16509,2379,0,0.92,86.6
2020-07-14,Japan,126000000,19216,153,176,1,16641,2399,0,0.92,86.6
2020-07-15,Japan,126000000,19446,230,179,3,16829,2438,0,0.92,86.54
2020-07-16,Japan,126000000,19584,138,181,2,16944,2459,0,0.92,86.52
2020-07-17,Japan,126000000,19735,151,183,2,17079,2473,0,0.93,86.54
2020-07-18,Japan,126000000,19981,246,186,3,17302,2493,0,0.93,86.59
2020-07-19,Japan,126000000,20135,154,187,1,17428,2520,0,0.93,86.56
2020-07-20,Japan,126000000,20316,181,188,1,17592,2536,0,0.93,86.59
2020-07-21,Japan,126000000,20477,161,191,3,17737,2549,0,0.93,86.62
2020-07-22,Japan,126000000,20653,176,193,2,17882,2578,0,0.93,86.58
2020-07-23,Japan,126000000,20831,178,196,3,18026,2609,0,0.94,86.53
2020-07-24,Japan,126000000,20978,147,198,2,18166,2614,0,0.94,86.6
2020-07-25,Japan,126000000,21133,155,200,2,18309,2624,0,0.95,86.64
2020-07-26,Japan,126000000,21393,260,204,4,18552,2637,0,0.95,86.72
2020-07-27,Japan,126000000,21620,227,208,4,18749,2663,0,0.96,86.72
2020-07-28,Japan,126000000,21801,181,210,2,18910,2681,0,0.96,86.74
2020-07-29,Japan,126000000,21999,198,211,1,19090,2698,0,0.96,86.78
2020-07-30,Japan,126000000,22194,195,214,3,19266,2714,0,0.96,86.81
2020-07-31,Japan,126000000,22417,223,218,4,19449,2750,0,0.97,86.76
2020-08-01,Japan,126000000,22585,168,220,2,19604,2761,0,0.97,86.8
2020-08-02,Japan,126000000,22782,197,221,1,19783,2778,0,0.97,86.84
2020-08-03,Japan,126000000,23005,223,225,4,19985,2795,0,0.98,86.87
2020-08-04,Japan,126000000,23166,161,228,3,20132,2806,0,0.98,86.9
2020-08-05,Japan,126000000,23391,225,231,3,20345,2815,0,0.99,86.98
2020-08-06,Japan,126000000,23600,209,233,2,20517,2850,0,0.99,86.94
2020-08-07,Japan,126000000,23871,271,236,3,20756,2879,0,0.99,86.95
2020-08-08,Japan,126000000,24046,175,238,2,20909,2899,0,0.99,86.95
2020-08-09,Japan,126000000,24211,165,240,2,21039,2932,0,0.99,86.9
2020-08-10,Japan,126000000,24368,157,242,2,21178,2948,0,0.99,86.91
2020-08-11,Japan,126000000,24557,189,244,2,21343,2970,0,0.99,86.91
2020-08-12,Japan,126000000,24706,149,246,2,21480,2980,0,1,86.94
2020-08-13,Japan,126000000,24847,141,247,1,21595,3005,0,0.99,86.91
2020-08-14,Japan,126000000,25017,170,249,2,21731,3037,0,1,86.86
2020-08-15,Japan,126000000,25161,144,251,2,21848,3062,0,1,86.83
2020-08-16,Japan,126000000,25274,113,253,2,21940,3081,0,1,86.81
2020-08-17,Japan,126000000,25436,162,255,2,22094,3087,0,1,86.86
2020-08-18,Japan,126000000,25629,193,257,2,22248,3124,0,1,86.81
2020-08-19,Japan,126000000,25752,123,258,1,22364,3130,0,1,86.84
2020-08-20,Japan,126000000,25982,230,261,3,22560,3161,0,1,86.83
2020-08-21,Japan,126000000,26116,134,263,2,22670,3183,0,1.01,86.81
2020-08-22,Japan,126000000,26245,129,265,2,22778,3202,0,1.01,86.79
2020-08-23,Japan,126000000,26350,105,266,1,22863,3221,0,1.01,86.77
2020-08-24,Japan,126000000,26524,174,269,3,23013,3242,0,1.01,86.76
2020-08-25,Japan,126000000,26644,120,270,1,23126,3248,0,1.01,86.8
2020-08-26,Japan,126000000,26805,161,272,2,23271,3262,0,1.01,86.82
2020-08-27,Japan,126000000,26936,131,274,2,23390,3272,0,1.02,86.84
2020-08-28,Japan,126000000,27059,123,275,1,23486,3298,0,1.02,86.8
2020-08-29,Japan,126000000,27174,115,277,2,23577,3320,0,1.02,86.76
2020-08-30,Japan,126000000,27350,176,280,3,23731,3339,0,1.02,86.77
2020-08-31,Japan,126000000,27520,170,282,2,23872,3366,0,1.02,86.74
2020-09-01,Japan,126000000,27644,124,284,2,23972,3388,0,1.03,86.72
2020-09-02,Japan,126000000,27822,178,285,1,24126,3411,0,1.02,86.72
2020-09-03,Japan,126000000,27983,161,286,1,24255,3442,0,1.02,86.68
2020-09-04,Japan,126000000,28145,162,287,1,24395,3463,0,1.02,86.68
2020-09-05,Japan,126000000,28236,91,288,1,24472,3476,0,1.02,86.67
2020-09-06,Japan,126000000,28411,175,291,3,24616,3504,0,1.02,86.64
2020-09-07,Japan,126000000,28587,176,292,1,24766,3529,0,1.02,86.63
2020-09-08,Japan,126000000,28768,181,294,2,24912,3562,0,1.02,86.6
2020-09-09,Japan,126000000,28856,88,294,0,24987,3575,0,1.02,86.59
2020-09-10,Japan,126000000,28979,123,295,1,25085,3599,0,1.02,86.56
2020-09-11,Japan,126000000,29121,142,297,2,25219,3605,0,1.02,86.6
